"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"Pakistan","PAK","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","280.036954980968","279.728499921736","285.664569508682","294.169492644317","298.580394068531","292.99906205558","296.08334174883","298.636580542821","305.638474005798","309.556699610675","320.774954830643","328.365939146783","334.686173940917","334.308277890025","340.427749511537","343.606800686321","365.283791923131","371.330526707519","380.304591269176","385.785317262635","385.101373228898","399.332264450819","409.157530483504","415.222645583408","422.591860102272","433.128439612342","432.957805824678","430.905162189479","443.835078628814","445.427198147973","443.225165288421","439.399500649607","450.693417648792","474.245555280025","482.538907434614","493.116935242245","509.601662565596","491.268323821189","489.122952538731","486.928200566972","481.616168781107","",
"Pakistan","PAK","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","0.19","","0.27","","0.35","","0.41","","0.64","","0.77","","0.92","","1.2",
"Pakistan","PAK","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47","","","0.46","","0.53","","0.52","","0.62","","1.01","","0.84","","0.86","","1.14",
"Panama","PAN","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","342.318","339.142","342.399","366.432","379.977","404.909","441.829","486.922","499.017","527.311","568.444","568.101","539.396","593.9","604.044","605.105","599.625","609.999","612.439","612.278","602.596","623.582","662.552","650.916","604.213","701.304","704.023","643.133","730.255","755.453","721.815","781.954","733.488","798.797","771.954","797.062","741.606","888.53","842.764","842.893","817.921","",
"Panama","PAN","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","4.3298397701149","4.84337719551868","4.94268736137106","4.59714881110551","5.3472693924095","5.98898955426464","6.23980231841964","5.90036478702","5.67846772774652","6.35471124170868","7.10699324463203","7.4172619901409","7.18868059781056","7.6369360436734","7.61079439175761","7.80987933428132","7.64482680070243","7.98075057149746","7.49081633767313","8.01314691744284","8.30129348491203","7.78991456734276","8.68166929825169","9.15188853843785","10.2572827616842","10.2936118624097","10.7513583399594","12.6858286835986","14.1436484102859","13.4366776550106","13.2985281863771","13.7305522954528","",
"Panama","PAN","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","9.06864796512878","9.27494717346618","8.92155298427603","7.98212062667953","8.94849163627711","9.72538171835229","9.91106228135871","9.10513845946085","8.46783733304127","9.13248067578311","9.84039514671121","9.93245506825514","9.42778159719883","9.80078679465844","9.57234270395696","9.5994127612673","9.23304842049457","9.45646205911385","8.75296875754781","9.2279989191938","9.35736279488387","8.58626870607318","9.41627712984723","9.72150370524088","10.5977489443178","10.2936118624097","10.4153607279381","11.9431310109509","13.0275183700461","12.2685104971171","11.9820851212541","12.1136200065657","",
"Panama","PAN","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","79.3278991655505","81.8114340479323","83.1710643693923","81.6866593166482","77.5310179419769","75.8284929707787","73.2819769797433","69.9489111369772","71.2275168578521","62.6659482743362","62.3083487441178","65.6059064986015","69.4084685972255","63.2355672209085","61.2751596962758","61.8283748269958","64.6096750375815","61.3454223082904","58.7884827738887","58.9317167467761","62.7148888987887","66.1528841712401","64.5489373541939","66.9260083534039","69.7422538180678","67.1439427231252","68.2686136361178","75.0044889339035","71.2061021747574","70.5934650760589","74.3654078702742","70.2091539473479","72.3141972929749","69.4308717209244","73.2309622482061","74.2309073797652","75.4772327987374","70.8957898095139","74.9685162479922","77.2777805633777","79.8454603674936","",
"Panama","PAN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","0.431053744635984","0.382818948304425","0.43114443486018","0.455594526868382","0.498368534898215","0.70847386801182","1.77338459696409","3.81617390209552","3.98176843841082","5.86967126470799","7.60697095699811","5.59192124668531","4.22386315944692","7.94294982109916","10.6353488443657","11.3710256355261","10.3139963607798","11.9838258842883","12.6214683258786","12.7654979146516","10.8339149502779","8.82710061991512","10.5606446503863","10.4481570683821","10.4136087820693","12.0993743657688","11.2524654121159","7.15275667179947","10.5967915872318","11.4421309172412","7.6324719394414","11.1431176239984","9.1637542940118","12.4371815066029","11.1057901203187","9.95379059084224","10.425266181969","11.1918205682024","9.95938001957933","9.7231095705845","8.68424223562538","",
"Panama","PAN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","79.2967990424786","81.7099639652492","83.090753151134","81.6136422473465","77.3784561455794","75.7822881532997","73.1935677769621","69.8959584376855","71.1978228217407","62.6536997323021","62.2627297278839","65.5903471490671","69.3012216286113","62.9108219534239","61.1097576924754","61.7415731045872","64.0055975291548","61.2418151965969","58.3718180698707","58.4125595789863","61.9911470476134","65.4853125005089","64.1533077927359","66.5633161590602","69.1263451562357","67.0593785635243","67.2956547449493","74.4997850752858","71.4129515465401","70.2017947082071","74.5944736547712","70.2550238817013","72.8887201249826","69.8553892641798","73.3830555071041","74.3671140828937","75.8071433555114","70.6901510223307","75.04773055611","77.2036207048071","79.7098845880993","",
"Panama","PAN","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","110.27002082838","107.817325672841","112.088108624414","125.279990966008","111.750677169548","102.823727536879","100.897358084497","109.828093713493","118.093907649599","109.499273582011","101.621935409191","100.68004266096","106.069491501279","102.032624619996","104.467634614317","104.173039004522","108.306591112455","105.747793810078","114.246951828508","108.365855778337","106.867717103664","116.465025057123","106.199083375557","102.864745035369","94.3596612124098","97.147630332926","96.0120370404075","83.730137355362","76.7605902824347","81.509487254788","83.4579282220404","82.5517062164727","",
"Panama","PAN","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","1655.942","1864.589","2034.585","2000.902","1691.118","1675.15","1653.674","1620.314","1734.355","1412.413","1508.143","1651.74","1763.22","1615.42","1559.836","1585.222","1694.319","1578.077","1486.087","1490.878","1616.184","1842.349","1868.92","1968.06","1996.887","2134.474","2218.696","2572.994","2536.145","2568.997","2815.785","2624.813","2649.329","2613.084","2883.757","3093.093","3024.153","3052.926","3366.816","3709.554","4058.247","",
"Panama","PAN","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","335.18","332.004","333.627","357.316","371.549","393.041","412.503","425.088","429.959","444.407","453.72","475.737","464.92","465.588","438.15","424.849","424.873","420.885","424.873","421.96","427.5","460.956","465.182","445.29","396.265","443.046","454.365","459.093","461.505","461.505","506.901","489.468","490.71","473.803","451.69","489.182","426.33","546.852","507.45","482.209","465.493","",
"Panama","PAN","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","20.2410470898135","17.8057470037633","16.3977911957475","17.8577461564834","21.9706135231249","23.4630331612094","24.9446384232926","26.2349149609273","24.7907147037371","31.4643804609558","30.0846802988841","28.8021722547132","26.3676682433275","28.8214829579924","28.0894914593585","26.800599537478","25.0763286016388","26.6707518074213","28.5900489002326","28.3027853385723","26.4511961509333","25.0200152088448","24.8904179954198","22.6258345782141","19.8441373998629","20.756682911106","20.4789209517663","17.8427543942971","18.1971062380108","17.9644040066999","18.0021201902844","18.6477284286538","18.5220484130133","18.1319467724727","15.6632476314752","15.8153020293926","14.0975010192937","17.9123896222837","15.0721037324285","12.9991098660378","11.470297396881","",
"Panama","PAN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","1054.82142254276","1154.55499586683","1225.05510861862","1172.09629819684","964.311007660349","930.372182196659","895.062222876542","855.134058508334","892.936944989044","709.733164092375","739.98477974047","791.69604439564","825.910589822379","739.738058855018","698.518269068867","694.420618907148","726.237972608752","662.022249238795","610.311692493195","599.522433866179","636.508424112101","710.750710712518","706.339793841239","728.688995909765","724.29601117735","758.378056688073","772.180164327419","877.226824861069","847.164948884068","840.967300115359","903.535126486928","825.815413173088","817.491024606541","791.044202298586","856.749206534065","902.168551985717","866.262832158037","859.136958699641","931.128150922357","1008.54402021898","1085.0109697611","",
"Panama","PAN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","","0.28","","0.41","","0.36","","0.48","","0.6","","0.68","","0.77","","1.02",
"Panama","PAN","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.43","","","","","","0.41","","0.53","","0.51","","0.54","","0.7","","0.67","","0.85","","1.05",
"Peru","PER","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","7354.244","7523.598","7872.736","8296.41","8049.282","8358.924","9231.616","12292.163","14194.766","14470.272","14568.613","14946.404","13582.275","14622.391","14662.595","13937.056","12902.875","11560.047","10786.963","10596.234","9829.305","9596.927","10069.648","10107.16","10020.478","9958.992","9743.906","9786.493","9527.447","9360.733","9413.511","9290.513","9505.99","9607.212","10914.385","11649.429","12475.664","12648.464","15103.466","19362.133","23373.438","",
"Peru","PER","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","4.45993469702149","5.19598724225324","5.38240009586863","5.36704151857208","5.71800160235674","6.21997599463991","6.86794628988704","7.43589682847999","7.14311288070588","7.09120327600104","7.20306479119479","7.75694489740399","8.10907743195251","8.13246140914411","9.03750499034244","9.40171309133545","9.52394483537443","10.7170277559671","10.2637704685877","9.86477621093623","10.405657701914","11.0501451541002","11.7156026637624","12.6965370682068","12.3866438086994","12.8989710662466","14.777028238928","15.3042911548812","16.365288712796","14.5649291166964","14.3754354668584","14.6401634936455","",
"Peru","PER","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","9.3411257372413","9.95018666530732","9.71523467439068","9.31890059902971","9.56890064067862","10.1004752602693","10.9087820335528","11.4746922669117","10.6519435920742","10.190907882813","9.97341651707029","10.3873244281793","10.6348598943883","10.4367144010376","11.3667628506649","11.5559947553332","11.5025554027009","12.6987011375496","11.993147101254","11.3603488305515","11.7294388414482","12.1797889712394","12.7069296969627","13.4867717885658","12.7977890828595","12.8989710662466","14.3152218286072","14.4082943930024","15.073840437239","13.298673254346","12.9523875879319","12.9161139027707","",
"Peru","PER","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","19.4330306822451","17.5977880329692","17.2263320141812","17.5462065277994","22.2671846612618","20.5172520684339","15.2888356098265","-16.2085304741296","-34.6639048489671","-28.5360472435265","-28.6122494128693","-29.6094080740681","-28.0899712449401","-34.5992461097329","-38.5867541316307","-29.3372727976328","-16.6219158229806","-6.23565858902158","-7.40715626654749","-8.85499829725204","-2.93745411078843","-3.3420315602095","-1.57221532609856","1.58294419596866","8.66552385525399","11.8651591605528","10.9162232319822","14.9384347304885","22.2698790128322","23.4087114786623","20.1910850489807","21.753024575521","18.3183530501717","25.3794577061855","20.0164548943601","12.0633154026803","12.9648597668182","15.9257328676715","12.1867924591928","-0.809663374469151","-13.5614005944845","",
