"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"Italy","ITA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","794.820566656773","890.680252926854","1007.04524125163","1119.72953250605","1221.73167670853","1316.46423544515","1431.07587730155","1551.51917278665","1698.42756042697","1832.49991828227","2026.21747487312","1949.14872333929","2050.73787711576","2175.58754564221","2212.20669215371","2106.07874846993","2264.05718699758","2204.17980666785","2247.56551683966","2340.04203541587","2318.42730013811","2265.93108965354","2206.54273410646","2203.86418771745","2253.71892374528","2284.81129783538","2311.54807247948","2407.25635314456","2462.79677752615","2566.10892465158","2583.88807748482","2645.67323732766","2627.33810626591","2611.99043754026","2578.47257553208","2799.41340823547","2796.15744424478","2834.38807536713","2912.93230552779","2957.31645812571","3012.2189189062","3021.24865101783","3016.16586658954","3114.72632994367","3128.30838374561","3137.38522859787","3084.92612310386","3024.80387084937","2941.63598821965","2738.84347234277","2814.63883015145","2757.01141676966","2603.76304676429",
"Italy","ITA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86","","","0.93","","0.83","","0.86","","1.31","","1.49","","1.63","","1.69","","2.18",
"Italy","ITA","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18","","","1.19","","0.97","","1.05","","1.53","","1.56","","1.57","","1.87","","2.28",
"Jamaica","JAM","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","277.026","280.203","250.944","266.557","253.6","254.445","233.918","253.036","222.04","223.879","224.285","247.115","235.127","272.476","252.249","255.401","256.069","260.166","309.637","484.619","485.259","484.413","472.64","485.421","483.42","497.596","510.295","466.676","481.272","588.861","500.312","393.268","396.082","412.212","411.607","411.211","404.778","493.707","533.997","463.804","548.761","",
"Jamaica","JAM","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.04960791636972","","","","","","","",
"Jamaica","JAM","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.04960791636972","","","","","","","",
"Jamaica","JAM","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","86.2206009044804","89.0728775110762","91.395932350765","90.2379704594204","90.5434707625073","89.5374211590438","90.1528485292923","89.750482023364","91.3103984834289","90.1740786402002","90.341119523182","89.2032471305799","88.2528656269157","86.4182964900291","85.3722056307808","85.4242474740788","85.7683862086137","85.8180902396958","86.5420213850239","82.5966028435447","82.6387967129349","83.5353462225952","83.9832892679498","83.8652195850609","84.9032681167341","85.2552308644635","84.877809249312","86.6932226611787","86.6682585538776","84.6223049059115","86.9751526341165","89.0336899184557","89.3761553721385","89.0628992343456","88.9277504966422","90.1525476129068","90.363502352595","87.8934540979108","82.3285361989063","83.6127353175721","82.099556762921","",
"Jamaica","JAM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","0.538987562896805","0.472879616923053","0.291917846075567","0.384245073060399","0.42009959932805","0.388987780602668","0.394613488001839","0.400605972228973","0.38704809493284","0.4529389019655","0.462951000404813","0.507254925091424","0.644494394147791","0.643006999804107","0.748064600307344","0.736203881677769","0.597455561811085","0.473482577193032","0.474710846677785","0.271778262263868","0.295376478000427","0.254304776218935","0.209833007897881","0.254409284509619","0.257826772637134","0.25993198268661","0.280339655496346","0.279550791190899","0.276345710256398","0.258270465322946","0.134332601272723","0.225422995766766","0.2698863483964","0.378780944102747","0.467307694894236","0.455145120313156","0.434046872872261","0.43653569860057","0.566350431728861","0.622908548333357","0.676076810363162","",
"Jamaica","JAM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","86.2206009044804","89.0728775110762","91.3959666375686","90.2380070820923","90.5434707625073","89.5374211590438","90.152890625888","89.7504415171989","91.3103593481312","90.1741225296286","90.341119523182","89.2032908217879","88.2529155877214","86.4182964900291","85.3722056307808","85.4242474740788","85.7684973631368","85.8180902396958","86.5420648487528","82.5966387550487","82.6387967129349","83.535380211472","83.9833231557095","83.865186346325","84.9032368877161","85.2552012324545","84.877809249312","86.6931941472261","86.6682585538776","84.6223049059115","86.9751526341165","89.0336620333745","89.3761821944748","89.0628992343457","88.9277773966937","90.1525715603508","90.363502352595","87.893478619633","82.3285031060916","83.6127706498777","82.0995893826648","",
"Jamaica","JAM","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198.03517749531","","","","","","","",
"Jamaica","JAM","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","2010.436","2564.289","2916.574","2730.549","2681.745","2431.953","2375.489","2468.76","2555.238","2278.453","2322.06","2288.79","2001.569","2006.199","1724.45","1752.232","1799.297","1834.492","2300.769","2784.623","2795.077","2942.139","2950.918","3008.538","3202.15","3374.729","3374.478","3507.055","3609.971","3829.319","3841.212","3586.147","3728.236","3768.933","3717.465","4175.811","4200.468","4078.017","3021.804","2830.271","3065.628","",
"Jamaica","JAM","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","266.19","268.077","242.43","256.065","242.334","244.985","224.544","243.146","212.15","213.559","213.535","235.505","222.227","259.576","239.349","242.501","245.319","251.48","298.715","477.051","477.003","476.931","466.448","477.767","475.164","488.824","500.835","456.872","471.296","578.971","495.152","385.184","386.02","397.936","394.235","392.205","386.546","475.905","516.883","446.174","528.035","",
"Jamaica","JAM","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","13.2404115326228","10.4542428720008","8.31214980315946","9.37778446751917","9.0364296381647","10.0735910603536","9.45253798270588","9.84891200440707","8.30255342163822","9.37298245783433","9.19592947641319","10.2894979443287","11.1026399789365","12.9386965101667","13.8797297689118","13.8395486442435","13.6341582295752","13.7084271831112","12.9832677682983","17.1316188941914","17.0658268090646","16.2103490011859","15.8068777241523","15.8803711304295","14.8389051106288","14.4848371528499","14.8418510951916","13.0272265476304","13.055395735866","15.1194246287656","12.8905147646108","10.7408870857776","10.3539582794651","10.5583198215516","10.6049418084636","9.39230726678003","9.20245077453274","11.6700102034886","17.1051133693648","15.7643561340946","17.2243664267158","",
"Jamaica","JAM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","1060.56408844904","1331.98581065161","1491.03014118279","1375.00092655422","1332.2131147541","1193.47013565935","1153.48650449016","1186.72866674527","1214.38555552066","1068.19174871074","1073.88428987652","1040.31180400891","893.238575508747","879.95043642265","746.15983730691","750.163541399092","765.462860546244","778.514683415379","968.785633079287","1165.11422594142","1161.69086588546","1214.23278957779","1208.88546296203","1222.98190536287","1291.18951612903","1344.55456537666","1331.64425778602","1371.66863391768","1402.31749016852","1478.85067228102","1474.67321220936","1370.06821120691","1419.90174048825","1428.65433455896","1402.60526712949","1568.02636025684","1569.79893863517","1517.5710777017","1121.01350348716","1047.78283725752","1132.69092924441","",
"Jamaica","JAM","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33","","0.49","","0.44","","0.57","","0.75","","0.84","","0.98","","1.19",
"Jamaica","JAM","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37","","0.62","","0.52","","0.63","","0.82","","0.74","","0.98","","1.2",
"Jordan","JOR","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","0.931","0.931","0.931","0.931","0.931","1.17","0.693","0.693","0.693","0.693","0.931","0.931","1.17","1.17","1.17","16.683","24.161","20.003","53.974","161.988","158.571","171.001","188.431","272.137","279.464","274.832","288.88","294.602","285.724","285.937","280.757","262.658","286.786","294.107","255.893","290.259","277.103","275.492","293.107","272.403","275.178","",
"Jordan","JOR","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","2.689184976017","2.47286998230853","2.47686515898041","2.41861378262702","2.47865118416241","2.60015087076146","2.65185188129548","2.64856219440889","2.71432927533444","2.42024122773951","2.30234796311309","2.34618893058793","2.52925117027949","2.73052469191541","2.72845074512174","2.78226338308772","2.81717052493512","2.90444297115033","2.93275151271963","3.08705508577643","3.14171312193873","3.41424695065244","3.4948984773875","3.63476650202853","3.37609011759195","3.51300912716684","3.819617348704","4.04147150994817","4.51791396129941","4.55663478463009","4.95857513568272","5.22496141778708","",
"Jordan","JOR","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","5.63237282564949","4.73548466842168","4.47074276302626","4.19948706372984","4.14794687961873","4.22232490378192","4.21209964919442","4.08712450315569","4.0476586068343","3.4781763328591","3.18784793265012","3.14178145057806","3.31705203944062","3.50419202019939","3.43166090670603","3.41978326189808","3.4024409634926","3.44150020896966","3.42690051488567","3.55507533913126","3.54139382409026","3.76328154741152","3.79062268708958","3.86099501417086","3.48815142478896","3.51300912716684","3.70024803113327","3.80486170231367","4.16138788364623","4.16048692408106","4.46771766944462","4.60966141798979","",
"Jordan","JOR","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","99.8109034185656","99.8274743805941","99.848543512424","99.8565997979151","99.8764173509508","99.8791732975053","99.9300366777417","99.9429608973494","99.9444493876206","99.9544769280795","99.9508930243304","99.9568267523887","99.9500301314037","99.9545689466713","99.955299339691","99.4058337488425","99.1885324498018","99.3221144282232","98.1839110549123","95.052647396217","95.3124875289661","95.5024958372029","94.9961893381133","93.2590501234558","93.5034509371811","93.773505226203","93.5920570610372","93.6831397798463","93.8528067744684","94.121419032049","94.1732886135305","94.8096094688494","94.4591077452819","95.2711278758849","96.1674902020457","95.7645003907045","96.1563978222505","96.1025598366395","96.0697668774407","96.1661070708367","96.1046583064894","",
"Jordan","JOR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00918868865303797","0.0548792672912514","0.0786907112765958","0.0491926119560927","1.80377956872993","1.73570187644165","1.5623869877182","1.59346743676558","1.46933222890253","1.38639570591367","1.35895323694718","1.36929630857857","1.38024388575609","1.40833555649263","1.41061519129745","1.43110425413001","1.37965527687464","1.32897098791706","1.154823865363","1.08084525402791","1.45394611560914","1.46321618218061","1.635486947299","1.68052003881599","1.82281022945681","1.91089429586919","",
"Jordan","JOR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","99.2342705563827","99.1900005559365","99.0509160595935","98.9027035019839","98.8946587340146","98.9377577249055","99.9299357205667","99.9429608973494","99.9444493876206","99.9544769280795","99.9509457708134","99.9226498635707","99.9185960944063","99.9259900960304","99.9961794307428","100.581416055275","100.845859453323","99.8486508541941","99.8786335490249","98.1306784239132","98.1945637968582","98.5271154518348","98.4489145588528","98.4662894295668","98.5531867411484","98.5860841811074","98.5719213292356","98.563213523221","98.5394704004268","98.4554223149114","98.0013684907191","97.9821229937869","96.9646484250095","97.6742092070123","97.8980677271981","97.8945002958556","98.410227893597","98.0052166381813","97.9626029348526","97.3484362280314","95.9918514034826","",
"Jordan","JOR","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","177.54506510046","211.171626564108","223.676479056267","238.124319666754","241.083125946858","236.836345565047","237.411287311603","244.670794644963","247.056408935166","287.506987656945","313.691249120745","318.290758198986","301.472508754683","285.372489360072","291.404083091612","292.416192318858","293.906642533924","290.570954316283","291.808879673112","281.287991000597","282.374694731075","265.725534324644","263.808899631684","259.000593455764","286.684801838986","284.656248760298","270.252153797845","262.821641951379","240.304443603992","240.356481884839","223.827930497745","216.935672563146","",
"Jordan","JOR","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","492.341","539.63","614.698","649.232","753.342","968.329","990.519","1214.956","1247.511","1522.305","1895.861","2156.428","2341.411","2575.331","2617.411","2807.8","2977.445","2950.793","2971.991","3274.236","3382.839","3802.131","3765.75","4037.072","4301.73","4413.912","4508.155","4663.741","4648.04","4864.048","4818.447","5060.467","5175.809","6219.39","6676.904","6853.005","7209.461","7068.537","7457.751","7105.128","7064.284","",
"Jordan","JOR","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","0.931","0.931","0.931","0.931","0.931","1.17","0.693","0.693","0.693","0.693","0.931","1.667","1.906","1.906","1.906","1.906","1.906","2.145","2.145","2.145","2.359","2.359","2.359","2.598","2.598","2.598","2.909","2.98","3.028","3.076","4.556","4.604","4.986","5.058","4.795","5.177","6.371","6.133","5.631","6.252","6.085","",
"Jordan","JOR","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","0.189096581434412","0.172525619405889","0.151456487576013","0.143400202084925","0.12358264904917","0.12082670249471","0.0699633222583312","0.057039102650631","0.0555506123793698","0.0455230719205415","0.0491069756696298","0.0773037634458466","0.0814039055936783","0.0740099039696256","0.0728200500418161","0.0678823278011254","0.0640146165588281","0.0726923237245039","0.072173839019028","0.0655114658808956","0.0697343267001474","0.0620441536601448","0.0626435636991303","0.0643535711030172","0.0603943064766966","0.0588593519762061","0.0645275062636489","0.0638972018386098","0.0651457388490633","0.0632395075048602","0.094553286567228","0.0909797455452234","0.0963327665298314","0.0813263037050257","0.0718147213139503","0.0755435024489257","0.0883699904888868","0.0867647718332662","0.0755053366624871","0.08799278492942","0.0861375335419697","",
"Jordan","JOR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","312.826588414219","330.340194755204","363.740746386369","371.475731906156","416.211049723757","516.091576409752","508.83773314133","601.133873552081","594.247543957258","697.984869325997","836.195395436509","913.835469035093","953.383612335376","1009.41880314544","989.943645990923","1023.25072886297","1046.18587491216","1000.947421981","972.510143979058","1032.88201892744","954.256417489422","1018.51888561479","964.093701996928","994.107855208077","1025.44219308701","1020.55768786127","1011.02377214622","1014.51838155319","992.958769493698","1013.97706900146","979.95668090299","1004.45950774117","1002.28679318358","1175.68809073724","1233.9501016448","1237.89830202312","1273.5313548843","1221.66211545109","1260.8201183432","1175.17829970228","1142.90309011487","",
"Jordan","JOR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15","","","0.15","","0.15","","0.17","","0.19","","0.45","","0.61","","0.73","","0.97",
"Jordan","JOR","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","0.42","","0.45","","0.52","","0.61","","0.86","","0.61","","1.04","","1.44",
"Japan","JPN","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","46980.432","49921.149","48126.378","47196.573","47998.677","48138.927","48905.842","44906.664","44809.078","42299.417","39341.543","35785.954","32612.254","29507.143","30636.82","29921.043","32986.262","31966.025","36166.205","39386.314","43291.411","44523.522","51787.397","55179.861","59296.955","67047.414","68878.87","71654.47","69712.677","70519.562","75210.513","79235.603","80225.482","87673.701","90503.523","98567.138","101724.4","106214.324","109141.781","104557.952","105841.435","104794.67","96946.425","84094.86","95117.061","100533.148","101449.556","90625.756","88691.702","93971.606","99514.153","51670.359","27201.105",
"Japan","JPN","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","2.88968769071737","3.36626180561618","3.69753202388172","3.95787872267285","3.98875105655879","4.36233194358393","4.53500987306457","4.79853390930063","4.97241009012537","5.24102965945095","5.39639864571148","5.7115962651181","5.75981932577455","5.8570045512952","5.70999349305656","5.78649247561338","5.92186262636671","6.05840803901407","6.11422397162064","6.08165183253598","6.33384181707057","6.60447414749389","6.80213687422656","7.04755322148566","7.18604783741162","7.47219838139445","7.80659395339175","8.282455325814","8.6594851214879","8.576061002019","8.59760952968465","9.37246784585681","9.93863445345903",
"Japan","JPN","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","6.04531781022122","6.43885362787824","6.66632945752422","6.86419666461693","6.66733406163824","7.07569853250581","7.19490596345315","7.3961298741039","7.40813287093868","7.52341559986355","7.4580656193242","7.62348609521819","7.50951153062422","7.4721955583752","7.13538350300121","7.08399293422597","7.11376302871583","7.15095963046747","7.13616829650901","6.9955762435656","7.0624838755049","7.20099620380459","7.22751433794559","7.40960214104602","7.34861008092946","7.47219838139445","7.60941688215425","7.84580055506329","8.07513754086254","8.00331230518112","7.92390645285891","8.52107222352858","8.87857189050222",
"Japan","JPN","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","41.8826608599674","45.394394456696","49.9682040797207","57.103919111458","61.0739002933836","64.2456160779952","66.8186570583891","74.0876808420852","77.1268339733238","81.3098369619143","84.6631991496588","86.623496680998","88.592144269339","90.7896287358445","90.4896169052264","90.1915693150205","89.8322262535535","90.3189523238121","89.1397126132484","88.8333695292846","87.434380885189","86.7873515172476","84.6085196111106","83.6149938233003","83.6282665287211","81.5246835270467","81.2315984629713","80.7210998566487","82.4661944371147","82.9052515817534","82.8804471224322","82.1573645062224","82.3491130669069","80.8390164658131","81.2738429143614","80.1380671112226","79.9393104802661","79.2750391228444","78.313458470902","79.5928989329531","79.605230992321","79.4838264040534","81.00542094712","83.3882309804874","81.7953725936522","80.6867793662022","80.483231793656","82.4095239836594","82.0952155781079","80.0980890965813","80.0609456014588","88.8030423389653","93.9754024211772",
"Japan","JPN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","6.22361951064017","6.39675944191993","5.57886632620861","5.39095650236968","4.79633047816849","4.85897607783061","4.73606343134976","3.4919683413683","3.35744047548252","2.98992249634878","2.99519325542801","3.4860021343897","3.42609324208151","2.65439977805569","3.82755884511552","4.52595141780234","5.00643750962738","4.47730054732977","6.60549438121146","7.38910908608402","8.67592715355022","9.2557729958342","10.3446313488293","11.364691182447","11.6830050968127","13.7773916258618","14.1695249347537","15.2217745868224","13.9571761129642","13.7525482320644","14.3713434633748","15.0361265976235","14.9619512418701","16.5798402818154","16.3158746000577","17.5129228223923","17.7575665935797","18.6048239836397","19.6106704603228","18.3329405370864","18.3784866992521","18.5163543784713","17.2317736193413","14.7547821075105","16.3853170549997","17.2579103085695","17.3794505368738","15.3047972675973","15.6103829186765","17.6204572644794","17.1716233345741","8.10481219164821","2.90880162578856",
"Japan","JPN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","93.7763804893598","93.6032405580801","94.4211336737914","94.6090453153928","95.2036703328143","95.1410239221694","95.2639358901762","96.5080322356579","96.6425595245175","97.0100770617973","97.004806744572","96.5139978656103","96.5739067579185","97.3455999098039","96.1724417757311","95.4740489100081","94.9935627986153","95.5226997555245","93.3945047179237","92.610890913916","91.3240725561931","90.7442267074092","88.5145770500452","87.431369500571","87.1033310430136","84.9685660194467","84.5674357441461","83.4730626047221","84.7388686686928","84.919134295716","84.4916305259763","83.8232387746453","83.9395358810277","82.369330679259","82.6686054981859","81.4402795977186","81.1893661220153","80.2914750199656","79.303608588181","80.557621569957","80.491725858627","80.3932420664478","81.6212432061482","84.0367707724478","82.4448293461537","81.3865405832751","81.2397185066022","83.2603390472158","82.9686821795366","80.9820049624314","80.8430636957357","89.6422546608518","94.7885305863448",
"Japan","JPN","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","165.417275219052","155.307149035088","150.007587589496","145.683471622357","149.984985116268","141.328802436395","138.987223054693","135.205846438866","134.986779721905","132.918351608561","134.083025149169","131.173584828501","133.164453629499","133.829473839072","140.146636768632","141.163325441581","140.572576843415","139.841371183161","140.131224271882","142.94748069107","141.593243627549","138.869674653023","138.36015443786","134.960012827197","136.08015515684","133.82942327789","131.416114465383","127.456719423571","123.836899983401","124.948266651125","126.20037931407","117.356123005128","112.630726239852",
"Japan","JPN","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","80837.204","91421.29","96191.586","110025.373","123307.183","134637.831","147389.58","173302.373","195902.386","226319.144","256517.271","267528.465","285875.407","320368.66","322140.756","305054.335","324419.709","330191.794","333013.333","352714.403","344522.706","336976.512","336467.94","336770.462","362191.06","362902.655","366993.8","371673.018","397590.111","412521.789","439325.218","444080.153","454512.469","457563.678","483300.031","496261.56","507083.268","512494.69","503269.647","512360.632","518963.637","510790.521","510389.963","506236.632","522488.37","520540.566","519807.147","515197.86","495351.968","472173.785","499091.637","461467.843","451500.779",
"Japan","JPN","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3838.399","4054.514","4395.783","4550.955","4635.275","4850.935","5184.396","5479.6","4995.243","5065.331","4992.877","4808.213","4908.008","5194.856","5339.927","5656.408","5464.102","5684.324","5863.185","5569.676","5854.086","6117.602","6112.348","7056.183","7177.659","7392.388","7038.629","6598.809","9908.529","10396.564","10396.564",
"Japan","JPN","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.14079189833064","1.20393991085833","1.21366413627106","1.25404290580349","1.26303904861608","1.30516200129437","1.30395496682763","1.32831771463107","1.13702623827071","1.1406344025467","1.0985126570862","1.05082925747441","1.01551990175643","1.0467979829024","1.05306708719878","1.10370080127074","1.08572055409493","1.10943808813164","1.12978724942919","1.09040316353091","1.14698297858181","1.20844712004168","1.16985340745479","1.35554910815539","1.380831148903","1.43486387928708","1.42093490178684","1.39753819666206","1.98531256896216","2.25293358089959","2.30266800935021",
"Japan","JPN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","873.910314846485","962.907112688666","1003.7522539444","1136.4848675784","1260.47454664404","1361.58723946482","1476.99749473895","1720.54974435344","1938.45683300185","2193.61012677858","2458.35709425464","2531.08853609847","2667.04674963615","2964.20821806271","2924.24571086218","2725.15932642487","2876.80085305619","2899.90421822717","2898.33881355637","3044.05284370415","2950.13534620061","2864.2774377805","2840.61444165844","2823.85783882139","3017.80616240897","3005.30545571989","3020.72399828795","3044.22945180234","3242.64238702258","3350.67569609149","3556.22378720545","3583.57464029503","3658.66640639464","3674.14786085951","3867.60694136571","3956.19831152991","4032.11860592712","4064.48271486466","3981.24869076814","4045.4846585077","4090.51499172381","4017.25944364486","4004.78608811644","3963.70622778308","4089.57639655294","4073.94806414501","4068.74938946116","4032.2050234502","3878.90600798534","3701.64113947324","3915.96578714558","3610.37141324799","3539.47560928832",
"Japan","JPN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.75","","","0.69","","0.76","","0.66","","0.95","","0.9","","1.3","","1.37","","1.61",
"Japan","JPN","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25","","","1.02","","1.06","","0.91","","1.26","","1.09","","1.42","","1.6","","2",
"Kazakhstan","KAZ","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90975.203","91871.367","89516.142","78891.225","71196.343","63849.646","63709.564","65552.495","64809.064","66121.927","78575.221","83954.458","91204.475","101918.441","114622.921","118570.414","127793.368","132119.785","144369.212","147948.469","156750.313","160147.621","",
"Kazakhstan","KAZ","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.13957760162963","1.02773548998637","0.94464124431856","1.05313352502338","1.06009725588566","1.10817114637755","1.30564048718784","1.55418256763523","1.55225411939536","1.77135169415261","2.00052967989089","2.40191071264361","2.32983729749292","2.39707735526153","2.29223730466088","2.59355508544846","2.44815003024336","2.54753272082312","2.54558025466944","2.86782707486356","2.65772711377708","2.78178751879531","",
"Kazakhstan","KAZ","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.57786753334078","1.37624053052317","1.23887425765641","1.35152855622143","1.33331866695172","1.36209431527457","1.57688881020246","1.841564693961","1.8137985499005","2.03990163759144","2.25503194540657","2.64745532296497","2.52697873035382","2.54627187525842","2.36832268740217","2.59355508544846","2.37164131962081","2.39838624644298","2.3446986638904","2.61850194484351","2.39463435803098","2.45419967213218","",
"Kazakhstan","KAZ","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-23.8614580789907","-22.5821206596808","-13.5353791272926","-20.2183343782114","-22.460772312041","-22.2160774619556","-40.47605723454","-65.9785087407463","-64.7522840802559","-84.0733556042983","-120.227815399749","-143.394298990612","-129.854702664515","-136.795280471479","-126.004605983472","-133.383489186521","-107.782046328826","-99.4847948008972","-106.292821319291","-133.294960291037","-110.564097201889","-105.051442748787","",
"Kazakhstan","KAZ","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.862468655530747","0.826186129487704","0.748914274316773","0.999788352577086","1.35779163402383","1.37140406627873","1.39014258362263","1.41516676419907","1.34255857764231","1.46806750239808","1.81525506989912","2.01479190530073","1.92680363957063","1.72336720976452","1.36621054610151","1.32982262700239","1.08619392898291","1.06100053232269","0.916741323251141","0.932864663428288","0.926738093000206","0.86802516407176","",
"Kazakhstan","KAZ","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9514029309143","97.243310961195","97.5597745079031","98.093820015635","96.5827785062256","97.2604324777216","97.194615948708","97.370357361549","97.6379707818116","97.6115925419503","97.2521223441322","97.4812593442358","97.9314343797274","98.5087919027415","98.960152925229","98.6691656609744","98.8487301695645","98.8901488655439","98.9484267132214","99.0528142365043","98.8719160162174","98.9442785969259","",
"Kazakhstan","KAZ","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","633.766763603233","726.617170342933","807.184420710872","739.902975336145","750.008249930405","734.163551514729","634.160121836116","543.016492051176","551.32914294967","490.219715290156","443.452697881717","377.72119941955","395.729488336446","392.73103933511","422.239758677863","385.571143489742","421.648919559171","416.947020724075","426.494037549699","381.897749577484","417.600289015423","407.464808733843","",
